city,job_title,company_name,location,summary,salary
New+York,"Assistant/Associate Scientist, Brain Modeling",New York Stem Cell Foundation,"New York, NY 10023 (Upper West Side area)","Assistant/Associate Scientist, Brain Modeling. NYSCF is seeking an Assistant/Associate Scientist to join the “Brain modeling” team....",Na
New+York,Network Data Scientist,Verizon,"New York, NY 10007 (Financial District area)",Lead the creation of new data processes as identified through industry benchmarking and collaboration with Verizon's data scientist community....,Na
New+York,"2019 Co-Op New York, NY","Wiss, Janney, Elstner Associates","New York, NY","Ability to record data clearly and write passages for reports, letters, etc. (WJE) is the nation’s premier team of expert architects, structural engineers, and...",Na
New+York,Data Scientist,VROOM,"New York, NY","To help out, we are looking for experienced Data Scientists to join our Data Science and Analytics Team. Contemporary data engineering / data science technical...",Na
New+York,"Data Scientist / Machine Learning / DL / AI - C++ / CUDA / Syracuse, NY",LOCKHEED MARTIN CORPORATION,"Liverpool, NY 13088","Radar, sonar or electronic warfare signal data processing; At Lockheed Martin Rotary & Mission Systems, we are driven by innovation and integrity....",Na
New+York,City Research Scientist,New York City DEPARTMENT OF SANITATION,"New York, NY",Assist Chiefs with inter-agency tasks as neededThe ideal candidate is interested in improving the efficacy of everyday government services and has the...,Na
New+York,"Scientist III, Pharma R & D",Amneal Pharmaceuticals,"Brookhaven, NY","Provides scientific and technical direction to junior staff members (scientists I, II, technicians & operators) to ensure project deadlines and performance...",Na
New+York,Data Science Associate - Emerging Technologist Program - Fulltime 2019,Nielsen,New York State,"A day in the life of an associate may include: utilizing tools such as Python, Tableau, SAS, etc. to perform complex data analysis, conducting analyses to...",Na
New+York,Data Strategy Analyst,"Neustar, Inc.","New York, NY 10012 (Little Italy area)",You will work closely with a team of marketing strategists and scientists to assess what data is available to solve C-level marketing investment questions.,Na
New+York,Environmental Remediation Scientist,PS&S,"Yonkers, NY 10701",Work with clients to develop strategic approaches to satisfy remediation requirements from preliminary assessment through remediation construction,Na
New+York,"Research Position (Various Levels), Neuroscience",Simons Foundation,"New York, NY 10010 (Gramercy area)",The primary mission of the Flatiron Institute’s Center for Computational Biology is to create new computational frameworks that will enable scientists to...,Na
New+York,Brand Coordinator / Brand Planner,Twitter,"New York, NY","Design sensibility: Apply existing Twitter design templates (Keynote) to rough idea outlines, with an eye towards producing co-branded presentations that...",Na
New+York,Laboratory Technologist,Weill Cornell Medicine,"New York, NY","The Laboratory Technologist is a licensed position that is responsible for pre-analytical, analytical and post-analytical processes associated with specimen...",Na
New+York,Water Resources Modeler,New York City DEPT OF ENVIRONMENT PROTECTION,"New York, NY","Under the direction of the Director of Water Resources Modeling, the City Research Scientist will be responsible for delivering modeling products for the...",Na
New+York,Computational Social Scientist,Gallup,"New York, NY","Working on the biggest stage for researchers, you’ll explain and predict large-scale social behavior (e.g., consumer spending, lifestyle trends, political...",Na
New+York,Research Scientist,"Two Sigma Investments, LLC.","New York, NY",Everything data (from the implementation of novel data management systems to the principles of statistical data analysis)....,Na
New+York,Agriculture Data Scientist,Harnham,"New York, NY",Agriculture Data Scientist. Their top priority is bringing on an experienced Data Scientist who can work independently and grow into a leadership role....,Na
New+York,"Data Manager, Viral Hepatitis, Bureau of Communicable Diseases",New York City DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY","Perform and document procedures for data preparation including data cleaning, standardization and analysis....",Na
New+York,"Special Assistant, Office of the Commissioner",New York City DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY","Two years as a City Research Scientist Level I can be substituted for the experience required in ""1"" and ""2"" above....",Na
New+York,Data Analyst,Bowery Farming,"New York, NY","Data analysis at Bowery means building data pipelines, crafting data visualizations, and helping a wide range of teams interpret reams of data generated by “the...",Na
New+York,Teaching Assistant,GA Instructor,"New York, NY","You are eager to shape the skills, minds, and careers of the newest generation of web developers, designers and data scientists....",Na
New+York,Data Engineer,Tavant Technologies,"New York, NY",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader....,Na
New+York,Scientist II,Instrumentation Laboratory,"Orangeburg, NY 10962","Provides input in the interpretation of data; Schedules specific tasks, performs tasks and analyzes data; Founded in 1959, Instrumentation Laboratory (IL) is a...",Na
New+York,"Research Technician, Hourly",Honeywell,"Buffalo, NY 14210 (Valley area)","Your work will include support for lab experiments, property testing, calculations, data analysis, maintaining records, and the accurate reporting of data....",Na
New+York,"Research Scientist, Google Brain (United States)",Google,"New York, NY 10011 (Chelsea area)","Although most of our Research Scientists are based in Mountain View, CA, we have Research Scientist roles available in other offices as well....",Na
New+York,Data Scientist,comScore,"New York, NY",Experience in building data science methodologies and custom data solutions for quantitative data measurement....,Na
New+York,Climate Change Adaptation Scientist,Wildlife Conservation Society,"Bronx Zoo, NY","Climate Change Adaptation Scientist. Specifically, the Adaptation Scientist will be responsible for. Constituency, including both scientific and lay audiences...",Na
New+York,Data Scientist,Morgan Stanley,"New York, NY",Proven experience as a Data Scientist or Data Analyst. To manipulate data and draw insights from large data sets....,Na
New+York,"Consultancy: Data compilation and analysis (Child Poverty and Social Expenditure), Data & Analytics Section, DRP - NYHQ, Requisition #517310",UNICEF,"New York, NY","Data collection on benefit incidence analysis. Statistical data processing proficiency in STATA, SPSS or R. The Data & Analytics Section plays a key role in the...",Na
New+York,Program Assistant I,Weill Cornell Medicine,"New York, NY",Assists with data collection. May assist with data analysis. Provides administrative and clerical support to department specific programs and initiatives....,Na
New+York,Associate Scientist (Fixed Term),Pfizer,"Pearl River, NY 10965","Provide critical data review of clinical and non-clinical data. This includes data organization/review, and qualification documents when relevant....",Na
New+York,"Research Staff, Darrin Freshwater Institute",Rensselaer Polytechnic Institute,"Lake George, NY","Computer literacy, including ability to use a variety of software packages to analyze data. Ability to collect, record, analyze and interpret data using...",Na
